multiplier,ticker,cross_date,cross_half,entry_dt,entry_price,exit_dt,exit_price,exit_reason,one_r,pnl_r,phase2
2.00,MARA,2026-01-07,AM,2026-01-07 13:30:00,10.2900,2026-01-07 14:10:00,10.2600,disaster_stop,0.0200,-1.500,0
2.00,MARA,2026-01-09,AM,2026-01-09 13:30:00,10.4300,2026-01-09 15:50:00,10.5400,eod_1550,0.0100,11.000,1
2.00,MARA,2026-02-25,PM,2026-02-26 09:30:00,8.5400,2026-02-26 12:45:00,8.5600,disaster_stop,0.2100,0.095,0
2.00,MARA,2026-03-13,AM,2026-03-13 13:30:00,8.9500,2026-03-13 14:45:00,8.9500,chandelier_stop,0.0200,0.000,1
2.00,META,2025-02-04,AM,2025-02-04 13:30:00,698.2100,2025-02-04 15:50:00,698.4400,eod_1550,4.1000,0.056,0
2.00,META,2025-03-26,AM,2025-03-26 13:30:00,625.1100,2025-03-26 13:55:00,625.5400,chandelier_stop,0.0100,43.000,1
2.00,META,2025-04-25,PM,2025-04-26 09:30:00,547.5500,2025-04-28 09:40:00,548.3381,chandelier_stop,2.9600,0.266,1
2.00,META,2025-07-25,PM,2025-07-26 09:30:00,713.6100,2025-07-26 09:35:00,713.6000,chandelier_stop,0.1100,-0.091,1
2.00,META,2025-07-31,AM,2025-07-31 13:30:00,777.6100,2025-07-31 14:00:00,776.8400,chandelier_stop,1.7400,-0.443,1
2.00,META,2025-09-08,AM,2025-09-08 13:30:00,753.8800,2025-09-08 13:50:00,753.3800,disaster_stop,0.6700,-0.746,0
2.00,META,2025-10-21,AM,2025-10-21 13:30:00,734.8000,2025-10-21 14:05:00,733.9500,disaster_stop,0.4000,-2.125,0
2.00,META,2025-11-26,PM,2025-11-27 09:30:00,633.1700,2025-11-28 09:30:00,635.5597,chandelier_stop,1.1800,2.025,1
2.00,META,2025-12-17,AM,2025-12-17 13:30:00,658.4500,2025-12-17 14:05:00,658.2000,disaster_stop,0.0500,-5.000,1
2.00,META,2026-03-04,PM,2026-03-05 09:30:00,668.2700,2026-03-05 15:50:00,662.4500,eod_1550,10.7700,-0.540,0
2.00,MSFT,2025-02-03,PM,2025-02-04 09:30:00,408.7223,2025-02-04 11:25:00,405.8000,disaster_stop,2.9168,-1.002,0
2.00,MSFT,2025-02-20,AM,2025-02-20 13:30:00,413.8300,2025-02-20 13:40:00,413.6400,disaster_stop,0.1600,-1.188,0
2.00,MSFT,2025-03-24,AM,2025-03-24 13:30:00,391.6700,2025-03-24 14:05:00,391.8600,chandelier_stop,0.1700,1.118,1
2.00,MSFT,2025-04-11,PM,2025-04-12 09:30:00,387.6900,2025-04-14 15:50:00,388.9900,eod_1550,8.2300,0.158,0
2.00,MSFT,2025-04-25,AM,2025-04-25 13:30:00,384.3500,2025-04-25 13:40:00,382.9900,disaster_stop,1.0400,-1.308,0
2.00,MSFT,2025-08-13,AM,2025-08-13 13:30:00,527.2200,2025-08-13 13:45:00,527.0300,disaster_stop,0.1300,-1.462,0
2.00,MSFT,2025-10-22,AM,2025-10-22 13:30:00,517.1900,2025-10-22 14:05:00,516.2500,disaster_stop,0.8000,-1.175,0
2.00,MSFT,2025-12-09,PM,2025-12-10 09:30:00,491.8400,2025-12-10 10:05:00,479.5648,disaster_stop,2.8600,-4.292,0
2.00,MSFT,2026-01-27,PM,2026-01-28 09:30:00,480.6500,2026-01-28 15:50:00,480.4900,eod_1550,9.2700,-0.017,0
2.00,MSFT,2026-03-05,AM,2026-03-05 13:30:00,406.0100,2026-03-05 13:40:00,405.5000,disaster_stop,0.5100,-1.000,0
2.00,MU,2025-02-04,AM,2025-02-04 13:30:00,89.8800,2025-02-04 15:10:00,90.0000,chandelier_stop,0.1800,0.667,1
2.00,MU,2025-03-14,AM,2025-03-14 13:30:00,96.8800,2025-03-14 14:10:00,97.0200,chandelier_stop,0.2000,0.700,1
2.00,MU,2025-04-25,AM,2025-04-25 13:30:00,77.6500,2025-04-25 13:50:00,76.5000,disaster_stop,0.6800,-1.691,0
2.00,MU,2025-08-11,AM,2025-08-11 13:30:00,119.6600,2025-08-11 15:00:00,119.9000,chandelier_stop,0.1700,1.412,1
2.00,MU,2025-08-29,PM,2025-09-02 09:30:00,115.7439,2025-09-02 09:40:00,114.1954,disaster_stop,1.0589,-1.462,0
2.00,MU,2025-09-03,PM,2025-09-04 09:30:00,118.7309,2025-09-04 09:45:00,118.7109,chandelier_stop,0.2697,-0.074,1
2.00,MU,2025-12-01,AM,2025-12-01 13:30:00,232.6700,2025-12-01 13:40:00,231.6300,disaster_stop,0.6200,-1.677,0
2.00,MU,2026-02-12,PM,2026-02-13 09:30:00,417.4000,2026-02-13 09:35:00,417.8000,chandelier_stop,0.1400,2.857,1
2.00,MU,2026-03-12,AM,2026-03-12 13:30:00,415.6000,2026-03-12 13:35:00,416.0400,chandelier_stop,0.1500,2.933,1
2.00,NVDA,2025-02-05,AM,2025-02-05 13:30:00,118.9300,2025-02-05 15:05:00,119.6900,chandelier_stop,0.1900,4.000,1
2.00,NVDA,2025-03-17,AM,2025-03-17 13:30:00,122.6500,2025-03-17 13:45:00,122.5300,disaster_stop,0.1300,-0.923,0
2.00,NVDA,2025-03-24,AM,2025-03-24 13:30:00,119.2600,2025-03-24 15:50:00,120.0700,eod_1550,0.1200,6.750,1
2.00,NVDA,2025-04-11,PM,2025-04-12 09:30:00,110.4600,2025-04-14 09:30:00,114.0893,chandelier_stop,1.8400,1.972,1
2.00,NVDA,2025-08-27,AM,2025-08-27 13:30:00,182.9400,2025-08-27 14:00:00,182.9000,chandelier_stop,0.2100,-0.190,1
2.00,NVDA,2025-09-11,PM,2025-09-12 09:30:00,177.2200,2025-09-12 15:50:00,177.6600,eod_1550,4.2800,0.103,0
2.00,NVDA,2025-10-27,AM,2025-10-27 13:30:00,190.9700,2025-10-27 15:05:00,190.5800,disaster_stop,0.3600,-1.083,0
2.00,NVDA,2025-12-08,AM,2025-12-08 13:30:00,182.7900,2025-12-08 13:50:00,182.7200,disaster_stop,0.0800,-0.875,0
2.00,NVDA,2025-12-22,PM,2025-12-23 09:30:00,183.3000,2025-12-23 09:40:00,183.2900,disaster_stop,0.0100,-1.000,0
2.00,NVDA,2026-01-16,PM,2026-01-17 09:30:00,186.4000,2026-01-20 09:35:00,182.0900,disaster_stop,3.2600,-1.322,0
2.00,NVDA,2026-02-10,PM,2026-02-11 09:30:00,188.7600,2026-02-11 10:00:00,191.2500,chandelier_stop,0.9438,2.638,1
2.00,NVDA,2026-02-18,PM,2026-02-19 09:30:00,187.9400,2026-02-19 10:05:00,187.3100,disaster_stop,0.1300,-4.846,0
2.00,PLTR,2025-02-04,AM,2025-02-04 13:30:00,100.1700,2025-02-04 15:50:00,103.2200,eod_1550,0.4700,6.489,1
2.00,PLTR,2025-03-21,AM,2025-03-21 13:30:00,86.3600,2025-03-21 14:55:00,86.8200,chandelier_stop,0.2300,2.000,1
2.00,PLTR,2025-04-11,AM,2025-04-11 13:30:00,89.2600,2025-04-11 14:40:00,89.0500,chandelier_stop,0.2600,-0.808,1
2.00,PLTR,2025-07-09,PM,2025-07-10 09:30:00,143.3100,2025-07-10 15:50:00,143.3400,eod_1550,4.4300,0.007,0
2.00,PLTR,2025-09-10,PM,2025-09-11 09:30:00,167.2400,2025-09-11 09:40:00,165.4600,disaster_stop,1.3900,-1.281,0
2.00,PLTR,2025-10-16,PM,2025-10-17 09:30:00,177.7500,2025-10-17 09:45:00,175.2800,disaster_stop,1.7000,-1.453,0
2.00,PLTR,2025-10-21,PM,2025-10-22 09:30:00,181.9300,2025-10-22 10:25:00,177.6200,disaster_stop,2.6300,-1.639,0
2.00,PLTR,2025-10-24,PM,2025-10-27 09:30:00,188.9700,2025-10-27 15:50:00,189.0000,eod_1550,6.2400,0.005,0
2.00,PLTR,2025-11-12,PM,2025-11-13 09:30:00,181.7150,2025-11-13 09:40:00,179.4008,disaster_stop,1.7150,-1.349,0
2.00,PLTR,2025-12-03,PM,2025-12-04 09:30:00,176.3650,2025-12-04 15:50:00,175.7800,eod_1550,4.5150,-0.130,0
2.00,PLTR,2026-03-02,AM,2026-03-02 13:30:00,142.6300,2026-03-02 14:05:00,141.7000,disaster_stop,0.3700,-2.514,0
2.00,SNOW,2025-02-04,AM,2025-02-04 13:30:00,184.7900,2025-02-04 15:50:00,184.9800,eod_1550,0.7900,0.241,0
2.00,SNOW,2025-03-25,AM,2025-03-25 13:30:00,163.3000,2025-03-25 13:55:00,163.3200,disaster_stop,0.3000,0.067,0
2.00,SNOW,2025-04-15,AM,2025-04-15 13:30:00,145.2700,2025-04-15 13:35:00,145.7100,chandelier_stop,0.1400,3.143,1
2.00,SNOW,2025-04-24,AM,2025-04-24 13:30:00,148.9700,2025-04-24 14:20:00,148.2500,disaster_stop,0.6700,-1.075,0
2.00,SNOW,2025-07-25,PM,2025-07-28 09:30:00,219.9300,2025-07-28 15:50:00,220.8000,eod_1550,5.0300,0.173,0
2.00,SNOW,2025-08-28,AM,2025-08-28 13:30:00,228.2000,2025-08-28 14:30:00,227.8500,disaster_stop,0.1900,-1.842,1
2.00,SNOW,2025-09-22,AM,2025-09-22 13:30:00,228.5700,2025-09-22 13:45:00,228.8100,chandelier_stop,0.2400,1.000,1
2.00,SNOW,2025-09-29,AM,2025-09-29 13:30:00,227.3000,2025-09-29 14:10:00,226.7400,disaster_stop,0.1800,-3.111,0
2.00,SNOW,2025-12-02,PM,2025-12-03 09:30:00,262.5800,2025-12-03 15:50:00,263.7500,eod_1550,5.7900,0.202,0
2.00,SNOW,2026-01-07,AM,2026-01-07 13:30:00,231.9300,2026-01-07 13:35:00,234.6700,chandelier_stop,0.1000,27.400,1
2.00,SNOW,2026-03-06,PM,2026-03-07 09:30:00,179.0000,2026-03-09 15:50:00,177.3600,eod_1550,6.2000,-0.265,0
2.00,SPY,2025-02-04,AM,2025-02-04 13:30:00,594.1631,2025-02-04 15:00:00,594.5091,chandelier_stop,0.4546,0.761,1
2.00,SPY,2025-03-24,PM,2025-03-25 09:30:00,570.3515,2025-03-25 14:50:00,568.9437,disaster_stop,1.2789,-1.101,0
2.00,SPY,2025-04-24,AM,2025-04-24 13:30:00,540.2923,2025-04-24 15:05:00,540.5104,chandelier_stop,0.9022,0.242,1
2.00,SPY,2025-08-06,PM,2025-08-07 09:30:00,632.6366,2025-08-07 11:15:00,628.5896,disaster_stop,3.8282,-1.057,0
2.00,SPY,2025-08-07,PM,2025-08-08 09:30:00,630.4689,2025-08-08 15:05:00,633.5016,chandelier_stop,3.1719,0.956,1
2.00,SPY,2025-08-22,AM,2025-08-22 13:30:00,642.4904,2025-08-22 14:10:00,642.0330,disaster_stop,0.4126,-1.109,0
2.00,SPY,2025-10-20,AM,2025-10-20 13:30:00,669.6487,2025-10-20 14:40:00,669.7384,chandelier_stop,0.0648,1.384,1
2.00,SPY,2025-11-11,AM,2025-11-11 13:30:00,680.9157,2025-11-11 15:40:00,680.8060,chandelier_stop,0.4288,-0.256,1
2.00,SPY,2025-11-26,AM,2025-11-26 13:30:00,679.1259,2025-11-26 13:45:00,677.7702,disaster_stop,0.9469,-1.432,0
2.00,SPY,2025-12-22,AM,2025-12-22 13:30:00,684.7100,2025-12-22 14:15:00,684.3000,disaster_stop,0.3600,-1.139,0
2.00,SPY,2026-01-26,AM,2026-01-26 13:30:00,693.7800,2026-01-26 15:50:00,693.0550,eod_1550,0.4080,-1.777,0
2.00,SPY,2026-02-09,PM,2026-02-10 09:30:00,694.9500,2026-02-10 11:10:00,694.6300,chandelier_stop,1.0400,-0.308,1
2.00,SPY,2026-02-25,AM,2026-02-25 13:30:00,692.3100,2026-02-25 15:30:00,692.9200,chandelier_stop,0.1050,5.810,1
2.00,TSLA,2025-03-25,AM,2025-03-25 13:30:00,277.4300,2025-03-25 15:50:00,283.2400,eod_1550,0.2300,25.261,1
2.00,TSLA,2025-04-14,PM,2025-04-15 09:30:00,250.6500,2025-04-15 09:40:00,250.2200,disaster_stop,0.1300,-3.308,0
2.00,TSLA,2025-04-24,PM,2025-04-25 09:30:00,261.9300,2025-04-25 11:05:00,263.5900,chandelier_stop,10.3300,0.161,1
2.00,TSLA,2025-06-17,AM,2025-06-17 13:30:00,326.1700,2025-06-17 13:45:00,325.6500,disaster_stop,0.3300,-1.576,0
2.00,TSLA,2025-06-20,PM,2025-06-21 09:30:00,322.4500,2025-06-21 09:50:00,322.5200,chandelier_stop,0.0800,0.875,1
2.00,TSLA,2025-07-15,AM,2025-07-15 13:30:00,317.4500,2025-07-15 13:35:00,317.4000,chandelier_stop,0.1800,-0.278,1
2.00,TSLA,2025-07-29,AM,2025-07-29 13:30:00,326.5700,2025-07-29 13:40:00,326.6000,chandelier_stop,0.0800,0.375,1
2.00,TSLA,2025-08-08,AM,2025-08-08 13:30:00,320.6400,2025-08-08 14:00:00,320.3500,disaster_stop,0.2000,-1.450,0
2.00,TSLA,2025-08-25,AM,2025-08-25 13:30:00,338.1600,2025-08-25 13:50:00,338.1800,chandelier_stop,0.3600,0.056,1
2.00,TSLA,2025-09-04,PM,2025-09-05 09:30:00,339.2900,2025-09-05 10:00:00,354.4900,chandelier_stop,2.1500,7.070,1
2.00,TSLA,2025-10-20,AM,2025-10-20 13:30:00,444.3100,2025-10-20 13:55:00,444.1900,chandelier_stop,0.2200,-0.545,1
2.00,TSLA,2025-10-24,AM,2025-10-24 13:30:00,446.8500,2025-10-24 15:50:00,446.7200,eod_1550,2.2343,-0.058,0
2.00,TSLA,2026-02-12,PM,2026-02-13 09:30:00,416.1200,2026-02-13 09:40:00,415.7800,disaster_stop,0.2600,-1.308,0
2.00,TSM,2025-02-05,AM,2025-02-05 13:30:00,201.9300,2025-02-05 14:10:00,201.5600,disaster_stop,0.1200,-3.083,1
2.00,TSM,2025-03-24,PM,2025-03-25 09:30:00,180.7982,2025-03-25 15:50:00,180.5200,eod_1550,2.8082,-0.099,0
2.00,TSM,2025-04-24,PM,2025-04-25 09:30:00,162.4280,2025-04-25 15:50:00,160.9800,eod_1550,5.4480,-0.266,0
2.00,TSM,2025-08-08,AM,2025-08-08 13:30:00,241.6100,2025-08-08 13:45:00,241.5200,disaster_stop,0.0700,-1.286,0
2.00,TSM,2025-09-08,AM,2025-09-08 13:30:00,241.2900,2025-09-08 15:00:00,241.4600,chandelier_stop,0.0500,3.400,1
2.00,TSM,2025-10-28,PM,2025-10-29 09:30:00,305.0024,2025-10-29 15:50:00,304.6500,eod_1550,7.7024,-0.046,0
2.00,TSM,2025-11-28,AM,2025-11-28 13:30:00,289.3400,2025-11-28 14:00:00,289.7200,chandelier_stop,0.0100,38.000,1
2.00,TSM,2025-12-24,AM,2025-12-24 13:30:00,297.4100,2025-12-24 13:50:00,298.2600,chandelier_stop,0.2600,3.269,1
2.00,TXN,2025-02-18,AM,2025-02-18 13:30:00,180.4487,2025-02-18 13:40:00,180.4972,disaster_stop,0.1211,0.400,0
2.00,TXN,2025-03-25,PM,2025-03-26 09:30:00,178.5878,2025-03-26 09:35:00,179.0288,chandelier_stop,0.2520,1.750,1
2.00,TXN,2025-04-24,PM,2025-04-25 09:30:00,156.8580,2025-04-25 09:55:00,156.1989,disaster_stop,0.6687,-0.986,0
2.00,TXN,2025-08-13,PM,2025-08-14 09:30:00,188.2730,2025-08-14 09:45:00,187.6181,disaster_stop,0.5023,-1.304,0
2.00,TXN,2025-09-26,PM,2025-09-29 09:30:00,182.6498,2025-09-29 12:05:00,181.4754,disaster_stop,1.1818,-0.994,0
2.00,TXN,2025-11-26,AM,2025-11-26 13:30:00,164.8540,2025-11-26 13:40:00,160.9800,disaster_stop,0.2683,-14.439,0
2.00,TXN,2026-01-06,AM,2026-01-06 13:30:00,177.7600,2026-01-06 13:50:00,177.7900,chandelier_stop,0.0500,0.600,1
2.00,V,2025-02-04,AM,2025-02-04 13:30:00,341.8600,2025-02-04 15:00:00,342.4200,chandelier_stop,0.3700,1.514,1
2.00,V,2025-03-25,PM,2025-03-26 09:30:00,343.4321,2025-03-26 13:15:00,342.2200,disaster_stop,1.2321,-0.984,0
2.00,V,2025-04-15,AM,2025-04-15 13:30:00,334.7269,2025-04-15 13:50:00,333.9200,disaster_stop,0.6169,-1.308,0
2.00,V,2025-04-23,PM,2025-04-24 09:30:00,330.8160,2025-04-24 10:20:00,331.4017,chandelier_stop,1.3003,0.450,1
2.00,V,2025-07-02,PM,2025-07-03 09:30:00,352.5516,2025-07-03 11:05:00,352.2600,chandelier_stop,0.9744,-0.299,1
2.00,V,2025-07-23,PM,2025-07-24 09:30:00,352.7803,2025-07-24 15:50:00,352.9500,eod_1550,2.7503,0.062,0
2.00,V,2025-08-15,PM,2025-08-18 09:30:00,342.4624,2025-08-18 11:05:00,341.9644,disaster_stop,0.7470,-0.667,0
2.00,V,2025-10-01,AM,2025-10-01 13:30:00,338.2100,2025-10-01 13:35:00,338.4700,chandelier_stop,0.1900,1.368,1
2.00,V,2025-10-15,PM,2025-10-16 09:30:00,343.6177,2025-10-16 09:55:00,341.4869,disaster_stop,1.9820,-1.075,0
2.00,V,2025-10-22,PM,2025-10-23 09:30:00,344.8129,2025-10-23 09:45:00,344.4145,disaster_stop,0.5279,-0.755,0
2.00,V,2025-11-26,PM,2025-11-28 09:30:00,332.7506,2025-11-28 15:50:00,333.2000,eod_1550,1.4270,0.315,0
2.00,V,2025-12-08,PM,2025-12-09 09:30:00,325.9445,2025-12-09 15:50:00,326.3200,eod_1550,1.6297,0.230,0
2.00,V,2025-12-12,AM,2025-12-12 13:30:00,347.1400,2025-12-12 14:10:00,346.6900,disaster_stop,0.1900,-2.368,0
2.00,V,2026-02-05,PM,2026-02-06 09:30:00,329.8800,2026-02-06 11:00:00,329.3300,disaster_stop,1.3000,-0.423,0
2.00,V,2026-03-04,AM,2026-03-04 13:30:00,321.5000,2026-03-04 13:40:00,321.0000,disaster_stop,0.4100,-1.220,0
2.25,AAPL,2025-02-07,PM,2025-02-10 09:30:00,228.5879,2025-02-10 10:00:00,228.1796,disaster_stop,0.3784,-1.079,0
2.25,AAPL,2025-02-13,AM,2025-02-13 13:30:00,235.3800,2025-02-13 13:40:00,235.2800,disaster_stop,0.0500,-2.000,0
2.25,AAPL,2025-03-26,PM,2025-03-27 09:30:00,220.4429,2025-03-27 10:50:00,220.5026,chandelier_stop,0.4232,0.141,1
2.25,AAPL,2025-04-02,AM,2025-04-02 13:30:00,221.0300,2025-04-02 14:45:00,221.0500,chandelier_stop,0.1500,0.133,1
2.25,AAPL,2025-04-23,PM,2025-04-24 09:30:00,204.0134,2025-04-24 15:50:00,203.3300,eod_1550,8.6934,-0.079,0
2.25,AAPL,2025-05-12,PM,2025-05-13 09:30:00,209.7882,2025-05-13 09:40:00,209.2000,disaster_stop,0.5384,-1.092,0
2.25,AAPL,2025-06-09,AM,2025-06-09 13:30:00,204.0000,2025-06-09 13:35:00,204.0100,chandelier_stop,0.1000,0.100,1
2.25,AAPL,2025-06-11,AM,2025-06-11 13:30:00,202.1100,2025-06-11 14:05:00,201.9900,chandelier_stop,0.1100,-1.091,1
2.25,AAPL,2025-06-24,AM,2025-06-24 13:30:00,203.7100,2025-06-24 13:40:00,203.2900,disaster_stop,0.2600,-1.615,0
2.25,AAPL,2025-08-07,PM,2025-08-08 09:30:00,220.1565,2025-08-08 11:05:00,220.6400,chandelier_stop,2.0765,0.233,1
2.25,AAPL,2025-09-15,PM,2025-09-16 09:30:00,236.7222,2025-09-16 10:35:00,238.9230,chandelier_stop,0.4840,4.547,1
2.25,AAPL,2025-10-21,AM,2025-10-21 13:30:00,260.6400,2025-10-21 14:00:00,260.8400,chandelier_stop,0.3700,0.541,1
2.25,AAPL,2025-11-24,PM,2025-11-25 09:30:00,275.1200,2025-11-25 11:05:00,274.8700,chandelier_stop,3.6200,-0.069,1
2.25,AAPL,2026-01-29,AM,2026-01-29 13:30:00,257.4100,2026-01-29 13:40:00,257.5300,chandelier_stop,0.1100,1.091,1
2.25,AAPL,2026-02-25,AM,2026-02-25 13:30:00,271.4100,2026-02-25 14:05:00,271.3200,chandelier_stop,0.1200,-0.750,1
2.25,AMD,2025-02-04,AM,2025-02-04 13:30:00,115.9200,2025-02-04 14:05:00,115.6700,disaster_stop,0.2200,-1.136,0
2.25,AMD,2025-02-18,AM,2025-02-18 13:30:00,113.8300,2025-02-18 13:45:00,113.7600,disaster_stop,0.0300,-2.333,0
2.25,AMD,2025-03-18,PM,2025-03-19 09:30:00,104.4200,2025-03-19 09:40:00,102.4750,disaster_stop,1.4800,-1.314,0
2.25,AMD,2025-04-25,PM,2025-04-28 09:30:00,95.5750,2025-04-28 15:50:00,95.9300,eod_1550,2.3550,0.151,0
2.25,AMD,2025-09-24,AM,2025-09-24 13:30:00,161.8700,2025-09-24 14:45:00,161.7300,chandelier_stop,0.1900,-0.737,1
2.25,AMD,2025-11-13,AM,2025-11-13 13:30:00,256.7800,2025-11-13 13:50:00,256.4100,disaster_stop,0.3500,-1.057,0
2.25,AMD,2025-12-10,AM,2025-12-10 13:30:00,221.8200,2025-12-10 13:35:00,221.8600,chandelier_stop,0.1300,0.308,1
2.25,AMD,2025-12-26,AM,2025-12-26 13:30:00,215.4400,2025-12-26 13:35:00,215.4700,chandelier_stop,0.0400,0.750,1
2.25,AMD,2026-01-15,AM,2026-01-15 13:30:00,228.4200,2026-01-15 14:05:00,228.0400,disaster_stop,0.0800,-4.750,1
2.25,AMD,2026-02-26,AM,2026-02-26 13:30:00,209.2600,2026-02-26 13:45:00,208.9900,disaster_stop,0.0100,-27.000,1
2.25,AMZN,2025-02-03,PM,2025-02-04 09:30:00,239.0100,2025-02-04 15:50:00,238.4800,eod_1550,5.0000,-0.106,0
2.25,AMZN,2025-03-25,PM,2025-03-26 09:30:00,206.0000,2025-03-26 10:05:00,202.9900,disaster_stop,2.3000,-1.309,0
2.25,AMZN,2025-04-14,PM,2025-04-15 09:30:00,181.6600,2025-04-15 09:45:00,181.2500,disaster_stop,0.2600,-1.577,0
2.25,AMZN,2025-04-25,AM,2025-04-25 13:30:00,188.4500,2025-04-25 13:50:00,187.2400,disaster_stop,1.0000,-1.210,0
2.25,AMZN,2025-06-25,AM,2025-06-25 13:30:00,214.1100,2025-06-25 13:40:00,213.7200,disaster_stop,0.1100,-3.545,0
2.25,AMZN,2025-08-14,PM,2025-08-15 09:30:00,230.8800,2025-08-15 15:50:00,232.5600,eod_1550,5.3800,0.312,0
2.25,AMZN,2025-08-25,AM,2025-08-25 13:30:00,227.4500,2025-08-25 13:45:00,227.3900,chandelier_stop,0.1600,-0.375,1
2.25,AMZN,2025-09-04,AM,2025-09-04 13:30:00,229.4900,2025-09-04 14:40:00,229.7500,chandelier_stop,0.1600,1.625,1
2.25,AMZN,2025-09-16,AM,2025-09-16 13:30:00,233.4800,2025-09-16 13:40:00,233.1600,disaster_stop,0.2300,-1.391,0
2.25,AMZN,2025-10-10,AM,2025-10-10 13:30:00,226.5500,2025-10-10 13:35:00,226.6000,chandelier_stop,0.0500,1.000,1
2.25,AMZN,2025-10-24,AM,2025-10-24 13:30:00,220.5300,2025-10-24 15:30:00,220.4300,chandelier_stop,0.2500,-0.400,1
2.25,AMZN,2025-12-01,PM,2025-12-02 09:30:00,234.7200,2025-12-02 15:50:00,236.1300,eod_1550,3.5400,0.398,0
2.25,AMZN,2025-12-24,AM,2025-12-24 13:30:00,232.3700,2025-12-24 15:50:00,232.6300,eod_1550,0.1300,2.000,1
2.25,AMZN,2026-01-06,PM,2026-01-07 09:30:00,241.4200,2026-01-07 15:50:00,240.6500,eod_1550,8.9200,-0.086,0
2.25,AMZN,2026-01-27,AM,2026-01-27 13:30:00,239.5500,2026-01-27 13:50:00,239.3600,disaster_stop,0.2000,-0.950,0
2.25,AMZN,2026-03-05,AM,2026-03-05 13:30:00,216.1000,2026-03-05 13:40:00,215.6800,disaster_stop,0.3200,-1.312,0
2.25,AVGO,2025-02-04,AM,2025-02-04 13:30:00,216.2200,2025-02-04 15:45:00,215.6400,disaster_stop,0.4900,-1.184,0
2.25,AVGO,2025-04-11,PM,2025-04-14 09:30:00,183.9680,2025-04-14 15:50:00,184.7400,eod_1550,11.9080,0.065,0
2.25,AVGO,2025-04-23,AM,2025-04-23 13:30:00,174.8100,2025-04-23 14:35:00,175.5700,chandelier_stop,0.2000,3.800,1
2.25,AVGO,2025-08-29,AM,2025-08-29 13:30:00,304.7400,2025-08-29 13:45:00,304.6300,disaster_stop,0.0700,-1.571,0
2.25,AVGO,2025-09-04,AM,2025-09-04 13:30:00,303.7100,2025-09-04 13:35:00,303.6800,chandelier_stop,0.0400,-0.750,1
2.25,AVGO,2025-10-09,PM,2025-10-10 09:30:00,344.7337,2025-10-10 10:50:00,346.2409,chandelier_stop,2.4852,0.606,1
2.25,AVGO,2025-10-24,AM,2025-10-24 13:30:00,349.9900,2025-10-24 14:00:00,349.7600,disaster_stop,0.1200,-1.917,0
2.25,AVGO,2025-11-06,PM,2025-11-07 09:30:00,353.5120,2025-11-07 09:40:00,343.9003,disaster_stop,3.1789,-3.024,0
2.25,AVGO,2025-11-20,PM,2025-11-21 09:30:00,344.4992,2025-11-21 10:05:00,340.6815,disaster_stop,3.1490,-1.212,0
2.25,AVGO,2025-11-25,AM,2025-11-25 13:30:00,384.4200,2025-11-25 13:35:00,384.6400,chandelier_stop,0.0900,2.444,1
2.25,AVGO,2026-01-14,PM,2026-01-15 09:30:00,349.1200,2026-01-15 11:05:00,343.6100,disaster_stop,4.6200,-1.193,0
2.25,AVGO,2026-02-10,AM,2026-02-10 13:30:00,345.8400,2026-02-10 14:00:00,347.1400,chandelier_stop,0.0800,16.250,1
2.25,AVGO,2026-03-06,AM,2026-03-06 13:30:00,331.4100,2026-03-06 13:45:00,330.1300,disaster_stop,1.1100,-1.153,0
2.25,BA,2025-02-04,AM,2025-02-04 13:30:00,175.5200,2025-02-04 13:50:00,175.4900,disaster_stop,0.8800,-0.034,0
2.25,BA,2025-03-20,AM,2025-03-20 13:30:00,171.5000,2025-03-20 13:45:00,171.6300,chandelier_stop,0.3900,0.333,1
2.25,BA,2025-04-21,AM,2025-04-21 13:30:00,160.0000,2025-04-21 15:50:00,159.3000,eod_1550,2.7866,-0.251,0
2.25,BA,2025-06-30,AM,2025-06-30 13:30:00,213.8200,2025-06-30 14:05:00,214.1700,chandelier_stop,0.4600,0.761,1
2.25,BA,2025-08-11,AM,2025-08-11 13:30:00,229.2600,2025-08-11 13:40:00,226.8000,disaster_stop,0.0600,-41.000,0
2.25,BA,2025-08-27,AM,2025-08-27 13:30:00,234.7300,2025-08-27 13:40:00,234.6600,disaster_stop,0.1500,-0.467,0
2.25,BA,2025-09-29,PM,2025-09-30 09:30:00,217.0950,2025-09-30 09:55:00,215.4950,disaster_stop,1.2150,-1.317,0
2.25,BA,2025-10-07,PM,2025-10-08 09:30:00,222.7300,2025-10-08 11:05:00,222.2400,chandelier_stop,1.4000,-0.350,1
2.25,BA,2025-10-24,AM,2025-10-24 13:30:00,218.5000,2025-10-24 13:40:00,218.3600,disaster_stop,0.1000,-1.400,0
2.25,BA,2025-12-02,PM,2025-12-03 09:30:00,204.6000,2025-12-03 15:50:00,204.9000,eod_1550,10.0900,0.030,0
2.25,BA,2026-02-09,PM,2026-02-10 09:30:00,244.1200,2026-02-10 13:40:00,244.6000,disaster_stop,1.5200,0.316,0
2.25,BABA,2025-02-04,AM,2025-02-04 13:30:00,98.6400,2025-02-04 13:45:00,98.6000,disaster_stop,0.0100,-4.000,0
2.25,BABA,2025-04-23,PM,2025-04-24 09:30:00,115.9465,2025-04-24 09:35:00,116.4135,chandelier_stop,0.3490,1.338,1
2.25,BABA,2025-06-09,PM,2025-06-10 09:30:00,118.5814,2025-06-10 15:50:00,118.7000,eod_1550,1.2114,0.098,0
